'id'	'title'	'description'	'product_type'	'google_product_category'	'link'	'image_link'	'condition'	'availability'	'price'	'sale_price'	'gtin'	'brand'	'mpn'	'item_group_id'	'gender'	'age_group'	'color'	'material'	'pattern'	'size'	'energy_efficiency_class'	'shipping'	'is_bundle'	'multipack'	'custom_label_0'	'custom_label_1'	'custom_label_2'	'custom_label_3'	'custom_label_4'	'unit_pricing_measure'	'unit_pricing_base_measure'
'763308'	'Samsung 50" Q80D 4K QLED Smart-TV (2024)'	'['60Hz, 4x HDMI, HDMI eArc', 'AI Processor, Quantum HDR+', 'Smart-TV, 4K AI-oppskalering']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > TV og tilbehør > TV'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/tv-og-tilbehor/tv/samsung-50-q80d-4k-qled-smart-tv-2024/763308'	'https://next-media.elkjop.com/image/dv_web_D1800010021823432/763308/samsung-50-q80d-4k-qled-smart-tv-2024.jpg'	'new'	'out_of_stock'	'15497 NOK'	'7990 NOK'		'Samsung'									'g'										
'763317'	'Samsung 48" S90D 4K OLED Smart-TV (2024)'	'['144Hz, 4x HDMI, HDMI eArc', 'NQ4 AI Gen2 Processor, OLED HDR+', 'Smart-TV, selvbelysende piksler']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > TV og tilbehør > TV'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/tv-og-tilbehor/tv/samsung-48-s90d-4k-oled-smart-tv-2024/763317'	'https://next-media.elkjop.com/image/dv_web_D180001280329945/763317/samsung-48-s90d-4k-oled-smart-tv-2024.jpg'	'new'	'out_of_stock'	'9999 NOK'	'9999 NOK'		'Samsung'									'g'										
'763320'	'Samsung 75” The Frame 4K QLED Smart TV (2024)'	'['120Hz, 4 stk. HDMI, HDMI eArc', '100% Color Volume, Matte Display', 'Smart TV, QLED, Dolby Atmos']'	'TV, lyd og smarte hjem'	'TV, lyd og smarte hjem > TV og tilbehør > TV'	'https://www.elkjop.no/product/tv-lyd-og-smarte-hjem/tv-og-tilbehor/tv/samsung-75-the-frame-4k-qled-smart-tv-2024/763320'	'https://next-media.elkjop.com/image/dv_web_D18000126534645/763320/samsung-75-the-frame-4k-qled-smart-tv-2024.jpg'	'new'	'out_of_stock'	'15999 NOK'	'15999 NOK'		'Samsung'									'f'										
'763435'	'HyperX Cloud II Core gamingheadset (sort)'	'['53 mm drivere', 'DTS Headphone: X Spatial Audio', '2,4 GHz trådløs tilkobling']'	'Gaming'	'Gaming > Gaming-tilbehør > Gaming headset'	'https://www.elkjop.no/product/gaming/gaming-tilbehor/gaming-headset/hyperx-cloud-ii-core-gamingheadset-sort/763435'	'https://next-media.elkjop.com/image/dv_web_D1800010021820505/763435/hyperx-cloud-ii-core-gamingheadset-sort.jpg'	'new'	'in_stock'	'1495 NOK'	'1095 NOK'		'HyperX'																			
'764081'	'AOC 27G4XE 27" gamingskjerm'	'['27" Full HD IPS-panel', '0,5 ms, 180 Hz, AMD FreeSync', 'HDMI 2.0, DisplayPort 1.2']'	'PC, datautstyr og kontor'	'PC, datautstyr og kontor > Skjermer og tilbehør > PC-skjerm'	'https://www.elkjop.no/product/pc-datautstyr-og-kontor/skjermer-og-tilbehor/pc-skjerm/aoc-27g4xe-27-gamingskjerm/764081'	'https://next-media.elkjop.com/image/dv_web_D1800010021821611/764081/aoc-27g4xe-27-gamingskjerm.jpg'	'new'	'in_stock'	'2790 NOK'	'1690 NOK'		'AOC'									'e'										
'764455'	'Siemens Vaskemaskin WG44G2ZKDN'	'['speedPack XL – Få fart på programmene, velg varighet eller få vasken unna på bare 15 minutter.', 'stainRemoval – Fjerner fire typer hardføre flekker, uten forbehandling.', 'Energimerke A: Vår mest energieffektive vaskemaskin.']'	'Hvitevarer'	'Hvitevarer > Vask og tørk > Vaskemaskin'	'https://www.elkjop.no/product/hvitevarer/vask-og-tork/vaskemaskin/siemens-vaskemaskin-wg44g2zkdn/764455'	'https://next-media.elkjop.com/image/dv_web_D1800010021839976/764455/siemens-vaskemaskin-wg44g2zkdn.jpg'	'new'	'in_stock'	'8995 NOK'	'4995 NOK'		'Siemens'									'a'										
'764461'	'Bosch Kombinert vaskemaskin/tørketrommel WNG254ABSN'	'['Wash & Dry: Vask og tørk opptil seks kilo på én gang, eller bare vask opptil 10,5 kilo.', 'i-DOS Automatic Dosing av vaskemiddel og vann.', 'Auto Dry tørker klesvasken din akkurat slik du vil']'	'Hvitevarer'	'Hvitevarer > Vask og tørk > Kombinert vaskemaskin og tørketrommel'	'https://www.elkjop.no/product/hvitevarer/vask-og-tork/kombinert-vaskemaskin-og-torketrommel/bosch-kombinert-vaskemaskintorketrommel-wng254absn/764461'	'https://next-media.elkjop.com/image/dv_web_D18000135111005/764461/bosch-kombinert-vaskemaskintorketrommel-wng254absn.jpg'	'new'	'in_stock'	'14995 NOK'	'9995 NOK'		'Bosch'									'd'										
'765879'	'Russell Hobbs Essentials airfryer 27350-56 (sort)'	'['3,5 liters kapasitet', '4-i-1 forhåndsinnstilte programmer', 'Presis temperaturkontroll']'	'Hjem, rengjøring og kjøkkenutstyr'	'Hjem, rengjøring og kjøkkenutstyr > Kjøkkenapparater > Airfryer'	'https://www.elkjop.no/product/hjem-rengjoring-og-kjokkenutstyr/kjokkenapparater/airfryer/russell-hobbs-essentials-airfryer-27350-56-sort/765879'	'https://next-media.elkjop.com/image/dv_web_D1800010021825101/765879/russell-hobbs-essentials-airfryer-27350-56-sort.jpg'	'new'	'in_stock'	'599 NOK'	'299 NOK'		'Russell Hobbs'																			
'766032'	'LG Side-by-Side GSJC41EPPE'	'['Door-in-Door™', '635L Kapasitet', 'Smart Inverter Compressor']'	'Hvitevarer'	'Hvitevarer > Kjøleskap & Frysere > Side-by-side kjøleskap'	'https://www.elkjop.no/product/hvitevarer/kjoleskap-frysere/side-by-side-kjoleskap/lg-side-by-side-gsjc41eppe/766032'	'https://next-media.elkjop.com/image/dv_web_D1800012699127/766032/lg-side-by-side-gsjc41eppe.jpg'	'new'	'out_of_stock'	'19995 NOK'	'14995 NOK'		'LG'									'e'										
'767498'	'SteelSeries Arctis Nova 5 trådløst gaming headset (Xbox)'	'['Neodymium Magnetic Drivers', 'ClearCast 2X-mikrofon', 'Wireless, Bluetooth, USB-C']'	'Gaming'	'Gaming > Gaming-tilbehør > Gaming headset'	'https://www.elkjop.no/product/gaming/gaming-tilbehor/gaming-headset/steelseries-arctis-nova-5-tradlost-gaming-headset-xbox/767498'	'https://next-media.elkjop.com/image/dv_web_D180001283217/767498/steelseries-arctis-nova-5-tradlost-gaming-headset-xbox.jpg'	'new'	'in_stock'	'1299 NOK'	'1195 NOK'		'SteelSeries'																			
