'id'	'title'	'description'	'product_type'	'google_product_category'	'link'	'image_link'	'condition'	'availability'	'price'	'sale_price'	'gtin'	'brand'	'mpn'	'item_group_id'	'gender'	'age_group'	'color'	'material'	'pattern'	'size'	'energy_efficiency_class'	'shipping'	'is_bundle'	'multipack'	'custom_label_0'	'custom_label_1'	'custom_label_2'	'custom_label_3'	'custom_label_4'	'unit_pricing_measure'	'unit_pricing_base_measure'
'3194669'	'Transcend 300S SSD - 1TB - PCIe 3.0 - M.2 2230'	'SSD (Solid State Drive), 1 TB, innvendig, overførselshastighet: 2000 MB/s (les) / 1650 MB/s (skriv), IOPS: 120000 IOPS (les) / 280000 IOPS (skriv), størrelse: M.2 2230 (30mm), PCI-Express 3.0 x4 forbindelse, NVMe 1.3 (Non-Volatile Memory Express), farge: svart'	'SSD'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3194669&url=https://www.proshop.no/SSD/Transcend-300S-SSD-1TB-PCIe-30-M2-2230/3194669'	'https://www.proshop.no/Images/600x800/3194669_8bee52d4ebc4.jpg'		'in_stock'	'1289 NOK'		'0760557863229'	'Transcend'	'TS1TMTE300S'									'NO:::0 NOK'									
'3397154'	'Grand Theft Auto: The Trilogy (The Definitive Edition) - Code in a Box - Nintendo Switch - Action'	'Three iconic cities, three epic stories. Play the genre-defining classics of the original Grand Theft Auto Trilogy: Grand Theft Auto III, Grand Theft Auto: Vice City and Grand Theft Auto: San Andreas updated for a new generation, now with across-the-board enhancements including brilliant new lighting and environmental upgrades, high-resolution textures, increased draw distances, Grand Theft Auto V-style controls and targeting, and much more, bringing these beloved worlds to life with all new levels of detail. - Grand Theft Auto: The Trilogy - The Definitive Edition includes: Grand Theft Auto III: It all starts in Liberty City. With the revolutionary freedom to go anywhere and jack anyone, Grand Theft Auto III puts the center of the criminal underworld at your fingertips, if you have enough guts to take it. - Grand Theft Auto: Vice City: Welcome to the 1980s. From the decade of big hair and pastel suits comes the story of one man"'s rise to the top of the criminal pile. Grand Theft Auto returns with Tommy Vercetti"'s tale of betrayal and revenge in a neon-soaked tropical town full of excess and brimming with possibilities. - Grand Theft Auto: San Andreas: Five years ago, Carl "'CJ"' Johnson escaped the haze of Los Santos, San Andreas...a city tearing itself apart with gang trouble, drugs, and corruption. Now, it"'s the early 90s. CJ"'s got to go home - his mother has been murdered, his family has fallen apart, and his childhood friends are all heading towards disaster. On his return to the neighborhood, a couple of cops frame him for homicide, forcing CJ on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets in the next iteration of the series that changed everything.'	'Spill'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3397154&url=https://www.proshop.no/Spill/Grand-Theft-Auto-The-Trilogy-The-Definitive-Edition-Code-in-a-Box-Nintendo-Switch-Action/3397154'	'https://www.proshop.no/Images/600x800/3397154_b221e21d038b.jpg'		'in_stock'	'318 NOK'		'5026555072236'	'Rockstar Games'	'5026555072236'									'NO:::95 NOK'									
'3355077'	'Nordic Quality Børstehoder Standard Soft Brush Heads - 4-Pack'	'EB28P. Standard Soft 4-pack Brush heads, Compatible with most Oral-B® power toothbrushes'	'Elektrisk tannboerste'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3355077&url=https://www.proshop.no/Elektrisk-tannboerste/Nordic-Quality-Boerstehoder-Standard-Soft-Brush-Heads-4-Pack/3355077'	'https://www.proshop.no/Images/600x800/3355077_a207913d1549.jpg'		'in_stock'	'80 NOK'		'5706470146143'	'Nordic Quality'	'EB28P-4'									'NO:::95 NOK'									
'3270872'	'DEVSeries Feature Brookhaven Tank W2'	'Rull med Brookhaven Feature Tank. Dette 19 cm kjøretøyet har fungerende tank og en roterende tårnkanon, og er kjøretøyet klart til å patruljere nabolaget. Den inkluderer også en 7 cm miks-og-match-figur av Camo Soldier for å kjøre tanken, og når ting blir skikkelig røft, kan tårnet skytes ut om ønskelig. Pakken inkluderer også en spesiell samlesjekkliste samt en eksklusiv virtuell varekode som låser opp en tankhatt til avataren din. Samle Brookhaven Feature Tank og hold oppmerksomheten til nabolaget. Offisielt lisensiert Brookhaven-produkt fra Jazwares'	'Figurer'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3270872&url=https://www.proshop.no/Figurer/DEVSeries-Feature-Brookhaven-Tank-W2/3270872'	'https://www.proshop.no/Images/600x800/3270872_6bc39ec74b7e.jpg'		'in_stock'	'380 NOK'		'191726708575'	'DEVSeries'	'244-0056'									'NO:::95 NOK'									
'2215572'	'HP 2-pack Everyday Matte Polypropylene'	'Polypropylen (PP), matt, Rull (106,7 cm x 30,5 m), 120 g/m², 2 rull(er) film, for DesignJet 45XX, HD Pro MFP, T1100, T1120, T1200, T2300, T7200, T795, Z6600, Z6800, Z6dr'	'Papir Fotopapir Etiketter'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2215572&url=https://www.proshop.no/Papir-Fotopapir-Etiketter/HP-2-pack-Everyday-Matte-Polypropylene/2215572'	'https://www.proshop.no/Images/600x800/2215572_1a317793f5af.jpg'		'in_stock'	'2233 NOK'		'0848412013078'	'HP'	'CH025A'									'NO:::0 NOK'									
'2788432'	'Bosch Smeltelim 11 x 200 mm, 500 g'	'Den kan brukes til limpistoler av alle merker, inkl. Bosch, Black+Decker, Bostik, Bühnen, Metabo, Pattex, Peugeot, Steinel og Uhu. Limpatronen er fremstilt av smeltelim og er enkel å arbeide med ved reparasjon, festing, montering, tetning og fuging. Med sin transparente farge og elastiske, men sterke holdekraft er limpatronen egnet for å lime tetninger, PVC, plast, skinn, keramikk, tekstil og glass.'	'Verktoey'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2788432&url=https://www.proshop.no/Verktoey/Bosch-Smeltelim-11-x-200-mm-500-g/2788432'	'https://www.proshop.no/Images/600x800/2788432_aad9302b765e.jpg'		'in_stock'	'224 NOK'		'3165140005647'	'Bosch'	'1609201396'									'NO:::95 NOK'									
'2956363'	'Wavin Wafix pp bend 30° x 110 mm grey'	'Wafix PP-systemet er laget av gjenbrukbart PP (polypropylen), som gir både rør og tilkoblinger gode fysiske og kjemiske egenskaper. Det brukte PP-materialet har en høy E-modul, som gir rørene god lengdestivhet og stor slagstyrke. Derfor tåler Wafix PP-systemet støt og sjokk som kan oppstå under installasjon og drift - selv ved minusgrader. Wafix PP er et komplett dreneringssystem med rør og tilkoblinger i dimensjonene: Ø32 mm Ø40 mm Ø50 mm Ø50 mm Ø75 mm Ø110 mm Programmet kommer også i en hvit versjon i dimensjonene: 32, 40, and 50mm spesielt egnet for synlige installasjoner. Systemets unike Fix·lock® tetningsring tettes på så mange som tre punkter, noe som gir en stor konstruksjonsflate mot røret og sikrer at leddene dine er 100% tette hver gang. Det gir ekstra sikkerhet hvis du setter inn eller skjuler rørene i et skott.'	'Dreneringsprodukter'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2956363&url=https://www.proshop.no/Dreneringsprodukter/Wavin-Wafix-pp-bend-30-x-110-mm-grey/2956363'	'https://www.proshop.no/Images/600x800/2956363_f5e0bbd2d033.jpg'		'in_stock'	'77 NOK'		'5708525151041'	'Wavin'	'1450341'									'NO:::95 NOK'									
'3261775'	'Tilta MB-T16-DCF camera filter accessory'	'Tilta MB-T16-DCF camera filter tilbehør Filterholder-adapterring'	'Foto Videotilbehoer'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=3261775&url=https://www.proshop.no/Foto-Videotilbehoer/Tilta-MB-T16-DCF-camera-filter-accessory/3261775'	'https://www.proshop.no/Images/600x800/3261775_91917082f940.jpg'		'in_stock'	'870 NOK'		'6972835238313'	'Tilta'	'MB-T16-DCF'									'NO:::95 NOK'									
'2732802'	'MediaRange - multi-purpose labels - 3250 label(s) - 30.1 x 21.2 mm'	'Matt, permanet adhesiv, matt hvit, 30.1 x 21.2 mm 3250 etikett(er) (50 ark x 65) flerbruks merkelapper'	'Papir Fotopapir Etiketter'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2732802&url=https://www.proshop.no/Papir-Fotopapir-Etiketter/MediaRange-multi-purpose-labels-3250-labels-301-x-212-mm/2732802'	'https://www.proshop.no/Images/600x800/2732802_643a51ffc923.jpg'		'in_stock'	'79 NOK'		'4260459612896'	'MediaRange'	'MRINK151'									'NO:::95 NOK'									
'2605499'	'Bosch Kappeskive rett Standard for Metal A 60 T BF, 125 mm, 22,23 mm, 1,6 mm'	'Standard for Metal-kappeskiven gir pålitelig kutt i metall. Skiven av aluminiumoksid er spesielt utformet for generell bruk med metall. Bruk denne skiven til å kutte metall. Bosch kappeskiver overholder de maksimale sikkerhetskravene, som EN 12413. Den er kompatibel med vinkelslipere.'	'Vinkelsliper'		'https://go.adt253.net/t/t?a=1870470288&as=1817440741&t=2&tk=1&cupa_sku=2605499&url=https://www.proshop.no/Vinkelsliper/Bosch-Kappeskive-rett-Standard-for-Metal-A-60-T-BF-125-mm-2223-mm-16-mm/2605499'	'https://www.proshop.no/Images/600x800/2605499_affb91105c4b.jpg'		'in_stock'	'40 NOK'		'3165140658249'	'Bosch'	'2608603165'									'NO:::95 NOK'									
